CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH36
630.552084098391,-562.542725023899,-2946.12634422427,3331.50667610281,-3.3468733895501,179.160899996441,-61.3549387425886,317.61232592511,187.79534768191,90.6660447751857,335.308480497058,332.406224466884,180.414085027119,285.019998933009,7.04830039123685,12.399761857583,108.82755717283,66.0145004312635,140.945003525705,5.56391290331608,-94.1240912544974,-144.001272457546,-234.151204404158,-53.0115568092737,53.148793232047,-57.4744619069684,138.583858680306,77.6845246986139,59.5034277714951,171.950799132721,-193.110660412788,-26.4211475588716,-32.797288435446,-66.141379990653,-37.2156691759726,17.7762486197356
-631.846759920891,1110.96037309901,-1221.09297846797,1110.35027090269,-3.42387511164738,203.231595607362,-32.500697389749,321.248134526947,180.553038901029,83.9459931384901,320.818270618104,286.506392909696,207.147205833123,237.471618626984,-5.47997512383396,9.22460723063548,108.588383800131,71.3482071125729,111.601728728194,27.7795445433235,16.8044392287925,-324.975770697063,-224.738917177467,-61.1963931638826,-369.196658097849,505.693088442169,116.541236217377,112.785114315368,50.5059719849616,170.200854665606,-206.86890454191,-24.7557474523153,-40.886676821856,-67.2039125121616,-46.8285979218977,18.9430332133529
171.246430254465,-274.976091076563,951.203106425965,-948.936691127056,-2.95134978571757,175.811379777764,-426.700210837941,802.722163784928,168.76329127686,85.6614769356709,341.695142513973,210.454969673151,210.252253964126,186.027804820218,0.0199691627625999,0.984352700031701,79.9898994820691,83.1849138038225,136.861393909131,1.40538885537365,-273.670214266205,45.2879282005926,-236.081722888919,-32.5557809988442,782.192487382074,-571.14084207156,136.543394082348,86.149777475471,59.3346771194026,172.121990653066,-186.008826239777,-32.5421305187565,-24.6768253668791,-65.3427277079406,-34.2253338873346,25.3480429699952
62.3224738801062,203.516528141137,-171.584772969201,1199.44815748444,-142.124730352614,304.110735753942,-882.626348164253,1179.49580528814,162.599307030238,86.5851329660116,398.123124052328,246.676288721244,226.870960358247,225.909474752623,-6.59915295020232,13.2233245598442,93.5611546570149,95.9297540463005,43.1218048568689,139.785537015802,-441.701980444385,176.734458798169,-234.88673526694,-30.8192342734147,469.205100007374,-374.622543810529,140.052400631803,81.4465869751434,70.257796570186,173.954231661604,-176.27043864315,-35.891731841544,-11.3045087781441,-64.7937131745742,-16.039121071956,19.5343954745058
544.04967740456,-248.5015375179,-1123.59680771931,952.359008569946,-27.0920775305833,176.484511735018,199.556120009419,-226.148652262886,179.261967808958,82.1145393193178,315.136951804682,258.373525951004,229.486226402122,143.253395880227,-6.36627850778347,2.03919927340668,86.1187301288542,87.0431402827406,110.661193760783,98.3451416067278,-589.483745202608,151.37601646248,-237.631331531646,-28.6656204513261,-196.486534324325,413.536184099297,140.315565261904,83.5334263230795,70.5319382346462,172.607189403577,-184.339928021452,-28.7062641123449,-12.7857542624185,-66.0029169784433,-18.0664165090687,18.8726258002303
-174.583074728043,671.457935911517,-1113.84301062498,871.231902688906,40.8768032110535,150.211940612038,38.1849028673201,215.090431945896,170.577958722479,80.1045790270323,401.331721799634,156.590993378754,175.462155234525,207.885260888089,-6.95061105914546,4.91555011716485,93.1690729502818,76.4452867509129,105.74946244379,69.8856478660391,-473.401045542485,224.10944555843,-232.87179200475,-43.618390771045,-204.099424764746,1144.46448727328,126.339018216533,105.991454773838,65.9833003355559,171.52298348716,-184.033100303868,-30.9270183891068,-18.0988817814327,-67.6566570594268,-28.0673214927668,20.6146150133794
-66.2657499902895,301.444476207464,1648.41969567659,-641.852094428656,46.280276464704,126.718518281745,412.750202706507,-522.115390672063,175.952812020141,78.3080748580952,323.768647489278,268.171362903815,164.130611207651,263.544935695839,-4.4678493660154,8.32834374463949,105.492659797791,68.4772850076671,40.1239949139248,109.100144249086,-124.945941388125,-320.650379812776,-235.974211754845,-50.8602180753646,-64.0725321416021,160.355978865175,112.620256992736,106.323404196258,59.7689178231583,169.938362990066,-197.184350737012,-23.290529281208,-25.5806083359564,-69.0800632764019,-33.9806613625057,20.2833626025612
-141.294870076001,350.113093637307,891.750372144426,-555.215535277976,-26.7965283084601,190.698310873167,-305.712153201022,522.80054614095,167.533834858339,86.5943238192426,350.124218813513,238.673455480451,231.554792243617,207.520125601413,-3.57432574115934,9.95395990499656,100.466342131892,73.8362415698755,-3.29009988977061,147.144595242813,-888.347309695653,359.033010840655,-260.045062960558,-33.9128365907658,1127.45536748283,-1076.28145965691,147.440063460179,56.4061239725818,52.915271260296,168.162106368703,-195.575463901528,-28.4887572738002,-33.8361707647388,-70.5625773218191,-40.4227718694507,17.2506383134821
-94.6735703112645,280.172309324711,-1113.81482457747,1643.47914156158,-78.2407557397639,257.561330446152,-773.309166701418,1387.88677915831,164.310956931027,87.6817273363509,351.572827757449,237.284923997298,219.61507230847,182.860271569029,-5.29524106477039,8.43974424975222,94.984863522982,74.5864008505463,55.8641945155303,118.754761484791,-806.56723292429,694.786822516864,-236.944120743772,-44.6622244630949,-104.031160701301,451.394409942403,118.186172385152,90.0112790901396,44.922036223267,166.406619321526,-206.520142470794,-27.2516150256297,-42.4446560224898,-72.7890494439049,-47.1508136836395,14.4544123267563
-423.15816786467,780.499952608616,3344.74287238785,-1758.0539560973,38.9479352196626,119.61437648861,10.0662253057699,215.291178894952,159.298466162295,88.1321773285847,368.65529687856,206.457365498417,193.513645788023,244.560020444597,-6.65531861376866,10.2480307093406,80.4532155617723,81.8347699763645,104.497663725103,103.397605588773,-337.902362302298,162.208622006224,-244.50080942567,-34.2913174040469,268.154823366918,-251.339904739693,117.382224854702,84.9867201624526,45.6012228986137,166.689990555668,-200.477262979674,-29.2158099441409,-38.0681827502013,-71.7108929352065,-42.3689663589386,15.828897131261
